filename,text,label
20170101011.txt,"Как поётся:
""Баба, фраер, чисто мент -
Пирожок для вора.
Финишуй, браток, момент -
Вот тебе контора.

Замутить их надо в дело,
Чтобы рыбку съели смело,
И рамсы втереть умело -
Шо к чему.""
",0
20170101012.txt,"(Опубликовано в г.""Литературная Россия"" 15.11.2013г.,  45-46.)
*  *  *

		КРИВЫЕ РУКИ.

В последнюю неделю октября телеканал ""Россия 1"" порадовал нас новым сериалом ""Пепел"". Порадовал в том смысле, что, как в анекдоте, это было зрелище на букву ""х"", не подумайте, что ""хорошо"". Сценаристы Э.Багиров, Р.Хайруллин, Д.Новосёлов, при участии М.Степновой, видимо, очень старались. Но реализовали свой интересный, в общем-то, замысел как-то коряво, криворуко. Я бы сказал, что действовали они по принципу театральных актёров во время постановки спектакля: началом взять зрителя за живое, увлечь, середину спектакля провалить (не всё же время стараться, актёрские жилы рвать), а в конце снова дать жару.

А замысел-то был очень выигрышный: красный командир, капитан Петров, и вор-""медвежатник"" Пепел в 1937 году обмениваются в поезде волей случая судьбами. Петрова пасут нквдэшники, чтобы арестовать, и капитан знает об этом, но обещает жене при прощании на перроне вернуться. Пепел везёт воровской общак, его хотят обчистить подельники, тяжело ранят. Петров сбрасывает в схватке двоих уголовников с поезда на полном ходу, обнаруживает в саквояже, пристёгнутом к руке попутчика наручниками, драгоценности, з",0
20170101013.txt,"Пьеса для кино.
Действующие лица:
ГОЛОС
АДАМ




Средний план. В кадре пустой чёрный стул, в профиль к нему -- вторая камера (иногда съемка ведется с неё, но главного персонажа всё равно не видно), сзади -- природный пейзаж, несовместимый со светом софит, стоящих тут же, в кадре.
ГОЛОС ЗА КАДРОМ
Нет, у меня никак не получится... Ну, что-что В двенадцать у меня читка, потом в четыре часа на йогу. И потом в семь часов мне надо быть уже у Никиты. Прекрати орать! Почему снова я должен менять свои планы
Стук в дверь за кадром.
АДАМ
Простите, можно
ГОЛОС
Проходите, присаживайтесь. Прекрати на меня орать, я тебе сказал! Это не только мой ребенок! Да, йога -- это важно, йога -- это ****ец как важно для меня, ясно (Кричит) Заберешь сама! Точка. (Сбрасывает трубку.) Простите.
АДАМ (улыбаясь)
Ничего.
ГОЛОС
Сейчас я переведу дух немного, и мы начнем, хорошо
АДАМ
Хорошо.
Человек за кадром откручивает крышку бутылки, пьет.
ГОЛОС
Ну, что ж... Представьтесь, пожалуйста.
АДАМ
Адам.
ГОЛОС
Сколько вам лет, Адам
АДАМ
Двадцать семь лет.
ГОЛОС
Где учились, что заканчивали.
АДАМ
Окончил ЧГАКИ в 2016 году.
ГОЛОС
Что окончили
АДАМ
Челябинскую Государственную Академию Культуры и Искусства. Название так себе",0
20170101015.txt,"Людмила Корина
""Историческое"" прибытие поезда с русскими революционерами из эмиграции 
перевод энциклопедии Эдди Бауэра

2 марта 1917 года Рейхсбанк направил представителям немецких банков в Швеции ""приказ 7.433"". Вот он :""Настоящим удостоверяем, что запросы на получение денежных средств, предназначенных для пропаганды прекращения войны в России, поступят через Финляндию.Получателями сумм будут следующие лица :Ленин, Зиновьев, Каменев, Троцкий,Сименсон, Козловский, Коллонтай, Стиверс и Меркалин, на которых, в соответствии с нашей инструкцией 2.754, открыты счета в филиалах немецких частных банков в Швеции, Норвегии и Швейцарии. Эти документы должны иметь две подписи - Дирхау и Милкенберга. Каждый запрос вышеуказанных русских представителей должен выполняться незамедлительно"".

Керенский , также имевший контакты с Третьим Бюро, получал средства из фондов немецкой разведки в Швеции. Несмотря на свои хвастливые обещания, он пустил дело на самотёк и не смог остановить деморализацию в Русской армии, не выгнал ""ленинскую шайку"" с фронтовой полосы и не отдал под суд за измену.
""Историческое"" прибытие поезда с русскими революционерами из эмиграции было организовано в Третьем Бюро (немецкая",0
20170101016.txt," 
 Над Городищем давно взошло солнце, однако ""Банифация"" об этом не оповестила. Ну что поделаешь, проспала кошечка, надоело в такую рань вставать! Всю ночь мышей, для любимого хозяина, ловила.
 Проснувшись, ""Флудитель"" привёл свой внешний вид в порядок, начисто сбрил густую растительность с лица, принял душ во дворе и надел чистое исподнее. Пережёвывая свиной окорок, стал раздумывать, как поступить с найденными сокровищами Слетать в космос не хватит, отдать обществу анонимных алкоголиков, так разворуют и пропьют. Идея пришла сама собой, как снежный ком на голову. Достав из широких штанин, сотовую, мобильную громкокричалку, узнал что колхоз ""им. Всех членов КПСС"" - банкрот! Немедленно скупил за бесценок все 49,9% акций, мог бы и больше, но контрольный пакет акций должен принадлежать главе государства, в которое входили земли Городища! Этого было мало, надо модернизировать производство. Заказав племенное, недостающее поголовье свиней и мясоперерабатывающий комбинатик. Полей вокруг Городища хватало, проблем с кормами быть не должно. В округе таких комбинатов не было, конкуренты на производство и сбыт не влияли. Во главе надо было назначить толкового ген.директора, такой на примете был",0
20170101017.txt,"Ночь. Баю-бай, должны все люди сладко спать.
Бай, баю, бай, ложитесь, детки, на кровать.
Закройте глазки, улыбнитесь, смотрим сны.
Бай, баю, бай, проснёмся завтра веселы!

Поётся песня колыбельная в тиши,
Играем в море, что на счёт раз, два, замри.
И замирают руки, губы, нос и рот,
А также щёчки, глазки, спинка и живот.

Мой друг, уж ночь, закрыли глазки, сладко спим,
Средь звёзд ночных легко с тобой во сне парим.
Наступит утро, ночь проводим в парк гулять,
Уложим сны ночные в книжку под кровать.

А лишь наступит вечер, вновь начнём листать
Страницы сказки-книжки, при свечах читать.
И сны ночные устремятся вмиг летать,
Порхать по комнате, искриться, расцветать,

Под светом звёзд крылами лица освещать,
В туманных далях предлагать нам погулять
Дремотной мыслью, что течёт в тиши ночной
И усыпляет нас тихонечко с тобой.

Сны устремятся на подушках помечтать
И облачкАми до зари нас укрывать,
Войти в головку сонной музыкой в ночи
И смежить веки лёгкой музыкой луны,

Петь ""Баю-бай, закройте глазки, смотрим сны.
Бай, баю, бай, проснёмся завтра веселы!""
Наступит день, пойдём с тобою мы гулять,
Упрятав сны надёжно в книжку под кровать!
22.08.2016
",0
20170101018.txt,"В один из январских вечеров 1992 года (вы, конечно же, помните, какое это было страшное для всех нас время) я находилась в Москве, на Киевском вокзале -- ждала поезда. Ехала я на юг Украины, в поселок ""Завалье"", где находился крупнейший в СССР графитовый комбинат.

Это было грандиозное зрелище: по узкому серпантину в колоссальный, глубокий карьер непрерывно въезжали 18 ""МАЗов и выезжали оттуда -- тяжело нагруженными черной графитовой рудой, которая и доставлялась на комбинат. Здесь проходили испытания мои научные разработки, и я в глубине души надеялась, что в одном из цехов будет создан небольшой участок, где они найдут свое применение. Я была старшим научным сотрудником одного из ивановских вузов, кстати, кандидатскую диссертацию защищала в Москве, в Менделеевском -- самом престижном ""химическом"" вузе СССР.

Итак, я ждала поезда в Киев. Несколько часов долгого ожидания... Хорошо помню тогдашнее свое настроение: второго января я похоронила мать. Она умерла совершенно неожиданно -- двинулся артериальный тромб. Кроме этого, всей душой, или подсознанием, или шестым чувством -- как хотите -- я ощущала, что надвигаются непонятные для меня, и именно поэтому страшные события.

...Несколь",0
20170101021.txt,"Эмили стояла на лужайке, нетерпеливо переминаясь на месте. Её счастью не было предела. Наконец-то её любимая Анжела вернулась! Сестры не было в стране более трех лет. Сколько же надо рассказать! Эмили невольно вскрикнула от радости, когда в голове проскользнула очередная мысль о том, что встреча все ближе.

Время текло ужасно медленно. Звезды освещали черный небосвод. Луна сварливо наблюдала за грешным миром. Ветер шумел где-то в кронах могучих дубов, окружавших место долгожданной встречи. В ночи даже звери редко пробегали в этом чарующем месте. Хотя птицы иногда чирикали где-то в вышине и тут же затихали, словно усыпленные собственной музыкой.

А утро было все ближе. Начала тускнеть магия ночи. Ярче стали звуки. Эмили уже устала ждать. Она села под дерево и достала из сумки письмо сестры. Её аккуратный подчерк, как всегда красивый и грамотный слог. Все, как и в прежние времена Почему же Анжела не пришла А вдруг что-то случилось И острое чувство волнения захлестнуло Эмили. Девушка снова вскочила, бережно сжимая в ладони письмо. Куда бежать! Где искать сестру!

- Ты чего так переполошилась

Эмили даже подпрыгнула от неожиданности, услышав этот совершенной незнакомый звонкий хитреньк",0
20170101023.txt,"Глава 18. Тайное становится явным.



- Что же такое случилось -- воскликнул Вольф, влетая в мою спальню. -- Я все узнаю последним! Ты планируешь масштабную операцию, а я узнаю о ней, почти, случайно! И о том, что наша дочь беременна и собирается выходить замуж -- тоже!
 Солнце едва-едва окрасило в розовый цвет снежные пики, обрамляющие нашу долину, и для меня его появление стало неожиданным сюрпризом. И судя по началу -- не совсем приятным. Однако я, уже некоторое время назад попросила, его приехать сюда для личного разговора, не желая обсуждать свои планы по телефону, но он не торопился. А теперь, похоже, ему Че позвонил. И, судя по тому, что Барон даже не переоделся из строгого делового костюма, прилетел он сюда стремглав, с какого-то совещания.

- Ты украл мой вопрос! -- прервала я его, сев в постели. -- Что же такое с нами случилось, Барон Последнее время мы встречаемся только затем, чтобы обсудить семейные неурядицы и мелкие местные проблемы. А про твои дела, вне долины, я ничего не знаю, даже про те из них, которые имеют отношение ко мне, пусть даже, и через Хорька!
 На лице Вольфа появилось замкнутое и отчужденное выражение, слишком хорошо знакомое мне по последним годам со",0
20170101024.txt,"           Кодекс Светлых ведьм

Принимая этот Кодекс, ты принимаешь Силу Света и обязуешься служить Ему до окончания своих земных дней и после того, как твой жизненный цикл завершится.

Принимая этот Кодекс, ты обретаешь покровительство Верхних Сил и Кланового Духа-помощника (или Ангела- Хранителя). В обмен ты обязуешься исполнять волю Света и Высших Сил.

Ты не имеешь права использовать свою Силу против Ангелов и их помощников, Воинов и Духов Света.

Иначе все, что ты делаешь против воли Света, - и благо, и зло, и твоя глупость, и твоя мудрость, - вернется к тебе троекратно.

Принимая этот Кодекс, ты обязуешься выполнять 9 Заповедей Ведьм.

1.	Помоги тому, кто нуждается в твоей помощи. 

Если к тебе пришел человек с просьбой защитить от сил зла -- защити его. Если человек подвергается преследованию высших чинов Ада -- приведи его в самое безопасное место своего Дома, к алтарю Света.

2.	Не убий -- ты обязуешься никогда не использовать свою Силу для убийства человека, или сестры своей, Светлой Ведьмы, или Ангела, или Воина Света, ибо это юдоль Темных сил. Любые манипуляции с Душой и Духом Человека приравниваются к манипуляциям Темных, убийству. Ты будешь наказана, и наказанием слу",0
20170101025.txt,"В интернете сегодня многое можно найти. Я например нашел несколько штирхов по случаю кары за измену. 
Нашёл слова о том что ещё не одно поколение зрителей будет с восторгом смотреть твои прекрасные фильмы и с добрыми чувствами вспоминать тебя. Я счастлив, что долгие годы мы были с тобой близки и нужны друг другу. И не было у нас ни какого национального различия, потому что были мы в ту уже далёкую пору не только друзьями, но и братьями. Прощай, Будулай. Вечная тебе память! "".
Эти слова о артисте Михае Волонтире.
А о нас, интересно, что напишут читатели И о вас тоже...
",0
20170101027.txt,"177.Мужик разбрасывает листовки на улице.
Полицейский его спрашмвает:
  -Что вы делаете
-Листовки разбрасываю.
  -А почему там ничего не написано
-А и так все ясно.

178.-Чтобы обогнать в космосе США мы пошлем пилотируемый корабль на Солнце!
   -Товарищ генерал,корабль же сгорит
  -Ты что,думаешь генерал-дурак Ночью запустим!

179.-Вы,судя по лицу,к нам за кирпичом

180.60-процентная вода-новый диетический напиток!Легко пьется,способствует аппетиту и хорошему настроению.раскрепощает сознание.
  Состав:вода-60%,консервант-этиловый спирт-40%!
",0
20170101028.txt,"  Промежуточные итоги Конкурса баек и фото шуток

  за декабрь 2016 года смотрите на главной странице.


  http://www.proza.ru/2017/01/01/1221
",0
20170101030.txt," Перед коротким тоннелем в центральную часть Праяно (иногда пишут Прайано) вправо от главной дороги крутым серпантином вниз уходит Виа Бреве.

 В месте этой развилки установлена скульптура известного французского мастера Этьена Пирота. 

 Как раз это место видит читатель на моём верхнем левом снимке.
  
 Из предыдущей заметки серии ""Позитивный Позитано и другие"" читатель знает, что Праяно, небольшой курортный городок в нескольких километрах от его ""старшего брата"" Позитано, привлекает своим уютом и обособленностью, располагающими к деловым, дружеским и прочим беседам.
  
 Где и как беседовать, можно выбрать: поехать по Виа Бреве в гостиницы или рестораны в нижнюю часть городка или прямо, в верхнюю его часть и обустроиться там, или продолжить путь по Амальфитанской дороге.

 Возможно, именно по этой причине и разместили на развилке скульптуру в качестве своеобразного дорожного знака ""Зона для бесед"".

 Фразу ""своеобразный дорожный знак"" я употребил не случайно.

 Простой ""знак"" должен иметь только одно конкретное значение, при этом подразумевается, что все понимают его совершенно одинаково.

 Скульптура же Этьена Пирота содержит не просто знаки, а визуальные образы, или символы.

 С",0
